央视频道,#genre#
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV3,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV7,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV9,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV10,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV11,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV12,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV13,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV14,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV15,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17














CCTV1,http://82.156.237.221/mg.php?id=cctv1
CCTV2,http://82.156.237.221/mg.php?id=cctv2
CCTV3,http://82.156.237.221/mg.php?id=cctv3
CCTV4,http://82.156.237.221/mg.php?id=cctv4
CCTV5,http://82.156.237.221/mg.php?id=cctv5
CCTV5+,http://82.156.237.221/mg.php?id=cctv5p
CCTV6,http://82.156.237.221/mg.php?id=cctv6
CCTV7,http://82.156.237.221/mg.php?id=cctv7
CCTV8,http://82.156.237.221/mg.php?id=cctv8
CCTV9,http://82.156.237.221/mg.php?id=cctv9
CCTV10,http://82.156.237.221/mg.php?id=cctv10
CCTV11,http://82.156.237.221/mg.php?id=cctv11
CCTV12,http://82.156.237.221/mg.php?id=cctv12
CCTV13,http://82.156.237.221/mg.php?id=cctv13
CCTV14,http://82.156.237.221/mg.php?id=cctv14
CCTV15,http://82.156.237.221/mg.php?id=cctv15
CCTV17,http://82.156.237.221/mg.php?id=cctv17







CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0





CHC家庭影院,http://183.3.202.19:2380/hw1live.rxip.sc96655.com.huan.tv/live/jbtygqCHCjtyyH265_4000.m3u8
CHC动作电影,http://183.3.202.19:2380/hw1live.rxip.sc96655.com.huan.tv/live/wqCHCdzdyH265_4000.m3u8
CHC高清电影,http://183.3.202.19:2380/hw1live.rxip.sc96655.com.huan.tv/live/lnwsCHC-HDH265_4000.m3u8



CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC高清电影,http://t.061899.xyz/tl/dq.php?id=ymdy



重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8





卫视频道,#genre#


凤凰卫视,http://183.3.202.19:2380/tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237/PLTV/3/224/3221228527/1.m3u8
凤凰资讯,http://183.3.202.19:2380/tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237/PLTV/3/224/3221228524/1.m3u8
凤凰香港,http://183.3.202.19:2380/tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237/PLTV/3/224/3221228530/1.m3u8




凤凰卫视,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt




北京卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
东方卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8
天津卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8
重庆卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8
吉林卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227015/1.m3u8
辽宁卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226500/1.m3u8
黑龙江卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8
浙江卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226964/1.m3u8
江苏卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226953/1.m3u8
湖南卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8
东南卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8
云南卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227028/1.m3u8
四川卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226995/1.m3u8
安徽卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226499/1.m3u8
山东卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226957/1.m3u8
广东卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8
广西卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8
江西卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8
河北卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226507/1.m3u8
海南卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8
深圳卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226959/1.m3u8
湖北卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226952/1.m3u8
甘肃卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8
贵州卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226497/1.m3u8
青海卫视,http://183.3.202.19:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8







北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
黑龙江卫视,http://t.061899.xyz/tl/tl.php?id=hljws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws







北京卫视,http://82.156.237.221/kb.php?id=bjws
东方卫视,http://82.156.237.221/kb.php?id=dfws
天津卫视,http://82.156.237.221/kb.php?id=tjws
重庆卫视,http://82.156.237.221/kb.php?id=cqws
吉林卫视,http://82.156.237.221/kb.php?id=jlws
辽宁卫视,http://82.156.237.221/kb.php?id=lnws
黑龙江卫视,http://82.156.237.221/kb.php?id=hljws
浙江卫视,http://82.156.237.221/kb.php?id=zjws
江苏卫视,http://82.156.237.221/kb.php?id=jsws
湖南卫视,http://82.156.237.221/kb.php?id=hunws
安徽卫视,http://82.156.237.221/kb.php?id=ahws
东南卫视,http://82.156.237.221/kb.php?id=dnws
山东卫视,http://82.156.237.221/kb.php?id=sdws
河南卫视,http://82.156.237.221/kb.php?id=hnws
河北卫视,http://82.156.237.221/kb.php?id=hbws
湖北卫视,http://82.156.237.221/kb.php?id=hubws
广东卫视,http://82.156.237.221/kb.php?id=gdws
广西卫视,http://82.156.237.221/kb.php?id=gxws
深圳卫视,http://82.156.237.221/kb.php?id=szws
四川卫视,http://82.156.237.221/kb.php?id=scws
江西卫视,http://82.156.237.221/kb.php?id=jxws
甘肃卫视,http://82.156.237.221/kb.php?id=gsws
青海卫视,http://82.156.237.221/kb.php?id=qhws
陕西卫视,http://82.156.237.221/kb.php?id=sxws
贵州卫视,http://82.156.237.221/kb.php?id=gzws
新疆卫视,http://82.156.237.221/kb.php?id=xjws
海南卫视,http://82.156.237.221/kb.php?id=hinws
 






重庆卫视,http://82.156.237.221/mg.php?id=cqws
吉林卫视,http://82.156.237.221/mg.php?id=jlws
辽宁卫视,http://82.156.237.221/mg.php?id=lnws
内蒙古卫视,http://82.156.237.221/mg.php?id=nmws
宁夏卫视,http://82.156.237.221/mg.php?id=nxws
甘肃卫视,http://82.156.237.221/mg.php?id=gsws
青海卫视,http://82.156.237.221/mg.php?id=qhws
陕西卫视,http://82.156.237.221/mg.php?id=sxws
山东卫视,http://82.156.237.221/mg.php?id=sdws
河南卫视,http://82.156.237.221/mg.php?id=hnws
湖北卫视,http://82.156.237.221/mg.php?id=hubws
湖南卫视,http://82.156.237.221/mg.php?id=hunws
江西卫视,http://82.156.237.221/mg.php?id=jxws
江苏卫视,http://82.156.237.221/mg.php?id=jsws
东南卫视,http://82.156.237.221/mg.php?id=dnws
海峡卫视,http://82.156.237.221/mg.php?id=hxws
广东卫视,http://82.156.237.221/mg.php?id=gdws
大湾区卫视,http://82.156.237.221/mg.php?id=dwqws
广西卫视,http://82.156.237.221/mg.php?id=gxws
云南卫视,http://82.156.237.221/mg.php?id=ynws
贵州卫视,http://82.156.237.221/mg.php?id=gzws
新疆卫视,http://82.156.237.221/mg.php?id=xjws
西藏卫视,http://82.156.237.221/mg.php?id=xzws
海南卫视,http://82.156.237.221/mg.php?id=hinws
东方卫视,http://82.156.237.221/mg.php?id=dfws












吉林频道,#genre#


吉林都市,http://111.26.109.81:8880/sql/2646/hls.m3u8
吉林生活,http://111.26.109.81:8880/sql/2647/hls.m3u8
吉林影视,http://111.26.109.81:8880/sql/2648/hls.m3u8
吉林乡村,http://111.26.109.81:8880/sql/2649/hls.m3u8
吉林综艺,http://111.26.109.81:8880/sql/2650/hls.m3u8
长影频道,http://111.26.109.81:8880/sql/2651/hls.m3u8
吉林教育,http://111.26.109.81:8880/sql/2661/hls.m3u8



吉林都市,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/index.m3u8
吉林生活,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/index.m3u8
吉林影视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/index.m3u8
吉林乡村,https://lsfb.avap.jilintv.cn:443/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/index.m3u8
吉林综艺,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/b3925adaf01e41f287f482f0aea3d233/index.m3u8






吉林市新闻综合,http://stream2.jlntv.cn:80/jilin1/sd/live.m3u8#http://111.26.109.81:8880/sql/2658/hls.m3u8
吉林市生活,http://111.26.109.81:8880/sql/2660/hls.m3u8
吉林市科教,http://111.26.109.81:8880/sql/2659/hls.m3u8
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
通化综合,http://stream2.jlntv.cn/tonghua1/playlist.m3u8?_upt=685c15a11705562390
通化综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
松原公共频道,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
前郭综合频道,http://stream2.jlntv.cn/qg/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
延边,http://live.ybtvyun.com/video/s10016af95004b6d1a/index.m3u8?zjild






港澳台,#genre#



中天新闻,http://iptv.4666888.xyz/iptv.php?id=20173
中视新闻,http://iptv.4666888.xyz/iptv.php?id=20171
台视新闻,http://iptv.4666888.xyz/iptv.php?id=20172
东森新闻,http://iptv.4666888.xyz/iptv.php?id=20174
东森新闻(美),http://iptv.4666888.xyz/iptv.php?id=20175
TVBS新闻,http://iptv.4666888.xyz/iptv.php?id=20168
TVBSNew,http://iptv.4666888.xyz/iptv.php?id=20309
LIVE三立,http://iptv.4666888.xyz/iptv.php?id=20169
三立iNEWS,http://iptv.4666888.xyz/iptv.php?id=20170
寰宇新闻,http://iptv.4666888.xyz/iptv.php?id=20176
寰宇新闻台湾,http://iptv.4666888.xyz/iptv.php?id=20324
民视新闻,http://iptv.4666888.xyz/iptv.php?id=20177
公视新闻,http://iptv.4666888.xyz/iptv.php?id=20203
华视新闻,http://iptv.4666888.xyz/iptv.php?id=20310
年代新闻,http://iptv.4666888.xyz/iptv.php?id=20178
非凡新闻,http://iptv.4666888.xyz/iptv.php?id=20179
摬新闻,http://iptv.4666888.xyz/iptv.php?id=20180
中天CTI+,http://iptv.4666888.xyz/iptv.php?id=20181
民视,http://iptv.4666888.xyz/iptv.php?id=20182
中视,http://iptv.4666888.xyz/iptv.php?id=20183
华视,http://iptv.4666888.xyz/iptv.php?id=20184
公视,http://iptv.4666888.xyz/iptv.php?id=20185
台视,http://iptv.4666888.xyz/iptv.php?id=20186
中旺电视,http://iptv.4666888.xyz/iptv.php?id=20187
TVBS HD,http://iptv.4666888.xyz/iptv.php?id=20188
TVBS欢乐,http://iptv.4666888.xyz/iptv.php?id=20189
TVBS亚洲,http://iptv.4666888.xyz/iptv.php?id=20190
TVBS精采,http://iptv.4666888.xyz/iptv.php?id=20191
TVBS综艺,http://iptv.4666888.xyz/iptv.php?id=20192
TVBS台剧,http://iptv.4666888.xyz/iptv.php?id=20193
中天娱乐,http://iptv.4666888.xyz/iptv.php?id=20194
中天综合,http://iptv.4666888.xyz/iptv.php?id=20195
中天亚洲,http://iptv.4666888.xyz/iptv.php?id=20196
八大第一,http://iptv.4666888.xyz/iptv.php?id=20197
八大综合,http://iptv.4666888.xyz/iptv.php?id=20198
八大戏剧,http://iptv.4666888.xyz/iptv.php?id=20199
八大娱乐,http://iptv.4666888.xyz/iptv.php?id=20200
八大精采,http://iptv.4666888.xyz/iptv.php?id=20201
三立台湾,http://iptv.4666888.xyz/iptv.php?id=20202
三立综合,http://iptv.4666888.xyz/iptv.php?id=20204
三立都会,http://iptv.4666888.xyz/iptv.php?id=20205
东森LIVE,http://iptv.4666888.xyz/iptv.php?id=20308
东森综合,http://iptv.4666888.xyz/iptv.php?id=20206
东森戏剧,http://iptv.4666888.xyz/iptv.php?id=20207
东森超视34.5,http://iptv.4666888.xyz/iptv.php?id=20208
华视新闻,http://iptv.4666888.xyz/iptv.php?id=20209
东森美洲,http://iptv.4666888.xyz/iptv.php?id=20210
东森电影,http://iptv.4666888.xyz/iptv.php?id=20211
东森洋片,http://iptv.4666888.xyz/iptv.php?id=20212
东森Yoyo,http://iptv.4666888.xyz/iptv.php?id=20213
民事第一,http://iptv.4666888.xyz/iptv.php?id=20214
民视台湾,http://iptv.4666888.xyz/iptv.php?id=20216
民事综艺,http://iptv.4666888.xyz/iptv.php?id=20217
民视旅遊,http://iptv.4666888.xyz/iptv.php?id=20218
民视戏剧,http://iptv.4666888.xyz/iptv.php?id=20219
台视综合,http://iptv.4666888.xyz/iptv.php?id=20220
中视经典,http://iptv.4666888.xyz/iptv.php?id=20221
中视菁采,http://iptv.4666888.xyz/iptv.php?id=20222
华艺中文,http://iptv.4666888.xyz/iptv.php?id=20223
智林体育,http://iptv.4666888.xyz/iptv.php?id=20224
纬来体育,http://iptv.4666888.xyz/iptv.php?id=20225
纬来日本,http://iptv.4666888.xyz/iptv.php?id=20226
纬来电影,http://iptv.4666888.xyz/iptv.php?id=20227
纬来综合,http://iptv.4666888.xyz/iptv.php?id=20228
纬来精采,http://iptv.4666888.xyz/iptv.php?id=20229
爱尔达影剧,http://iptv.4666888.xyz/iptv.php?id=20230
爱尔达娱乐,http://iptv.4666888.xyz/iptv.php?id=20303
爱尔达日韩,http://iptv.4666888.xyz/iptv.php?id=20261
爱尔达综合,http://iptv.4666888.xyz/iptv.php?id=20231
靖天国际台,http://iptv.4666888.xyz/iptv.php?id=20236
靖天卡通,http://iptv.4666888.xyz/iptv.php?id=20237
爱奇艺,http://iptv.4666888.xyz/iptv.php?id=20238
美亚电影,http://iptv.4666888.xyz/iptv.php?id=20239
龙华电影,http://iptv.4666888.xyz/iptv.php?id=20240
龙华戏剧,http://iptv.4666888.xyz/iptv.php?id=20241
龙华洋片,http://iptv.4666888.xyz/iptv.php?id=20242
龙华偶像,http://iptv.4666888.xyz/iptv.php?id=20243
龙华日韩,http://iptv.4666888.xyz/iptv.php?id=20244
龙华经典,http://iptv.4666888.xyz/iptv.php?id=20245
龙华卡通,http://iptv.4666888.xyz/iptv.php?id=20246
龙祥时代,http://iptv.4666888.xyz/iptv.php?id=20247
好莱乌电影,http://iptv.4666888.xyz/iptv.php?id=20248
公视戏剧,http://iptv.4666888.xyz/iptv.php?id=20293
靖洋戏剧,http://iptv.4666888.xyz/iptv.php?id=20294
靖洋卡通,http://iptv.4666888.xyz/iptv.php?id=20295
靖天综合,http://iptv.4666888.xyz/iptv.php?id=20296
靖天欢乐,http://iptv.4666888.xyz/iptv.php?id=20297
靖天映画,http://iptv.4666888.xyz/iptv.php?id=20298
靖天戏剧,http://iptv.4666888.xyz/iptv.php?id=20299
靖天电影,http://iptv.4666888.xyz/iptv.php?id=20300
靖天育乐,http://iptv.4666888.xyz/iptv.php?id=20301
靖天资讯,http://iptv.4666888.xyz/iptv.php?id=20302
靖天日本,http://iptv.4666888.xyz/iptv.php?id=20331
壹电影,http://iptv.4666888.xyz/iptv.php?id=20314
采昌影剧,http://iptv.4666888.xyz/iptv.php?id=20316
国兴卫视,http://iptv.4666888.xyz/iptv.php?id=20315
探索频道,http://iptv.4666888.xyz/iptv.php?id=20319
HBO_HD,http://iptv.4666888.xyz/iptv.php?id=20250
HBO,http://iptv.4666888.xyz/iptv.php?id=20321
HBO_Signature,http://iptv.4666888.xyz/iptv.php?id=20322
HBO_Hits,http://iptv.4666888.xyz/iptv.php?id=20323
HBO_Family,http://iptv.4666888.xyz/iptv.php?id=20251
AXN电影,http://iptv.4666888.xyz/iptv.php?id=20254
ONE电影,http://iptv.4666888.xyz/iptv.php?id=20255
CINEMAX,http://iptv.4666888.xyz/iptv.php?id=20256
CN卡通,http://iptv.4666888.xyz/iptv.php?id=20262
經典卡通,http://iptv.4666888.xyz/iptv.php?id=20252
Animaxa动漫,http://iptv.4666888.xyz/iptv.php?id=20258
爱尔达体育1,http://iptv.4666888.xyz/iptv.php?id=20232
爱尔达体育2,http://iptv.4666888.xyz/iptv.php?id=20233
爱尔达体育3,http://iptv.4666888.xyz/iptv.php?id=20234
爱尔达体育4,http://iptv.4666888.xyz/iptv.php?id=20235
博斯运动1,http://iptv.4666888.xyz/iptv.php?id=20263
